date,close,volume,company,price_change,volume_change,high_low_ratio,target,headline,news_count
2023-09-27,306.21,19410100,Microsoft,0.0021,-0.2619,1.0149,1,Microsoft market update,1.0
2023-09-28,307.04,19683600,Microsoft,0.0027,0.0141,1.0195,1,Microsoft market update,1.0
2023-09-29,309.1,24147300,Microsoft,0.0067,0.2268,1.0143,1,Microsoft market update,1.0
2023-10-02,315.03,20570000,Microsoft,0.0192,-0.1481,1.0213,0,Microsoft market update,1.0
2023-10-03,306.79,21033500,Microsoft,-0.0261,0.0225,1.0327,1,Microsoft market update,1.0
2023-10-04,312.25,20720100,Microsoft,0.0178,-0.0149,1.0192,1,Microsoft market update,1.0
2023-10-05,312.64,16965600,Microsoft,0.0013,-0.1812,1.0161,1,Microsoft market update,1.0
2023-10-06,320.37,25673600,Microsoft,0.0247,0.5133,1.0408,1,Microsoft market update,1.0
2023-10-09,322.88,19891200,Microsoft,0.0078,-0.2252,1.022,0,Microsoft market update,1.0
2023-10-10,321.48,20557100,Microsoft,-0.0043,0.0335,1.0105,1,Microsoft market update,1.0
2023-10-11,325.42,20063200,Microsoft,0.0123,-0.024,1.0112,0,Microsoft market update,1.0
2023-10-12,324.19,19313100,Microsoft,-0.0038,-0.0374,1.0149,0,Microsoft market update,1.0
2023-10-13,320.83,21072400,Microsoft,-0.0104,0.0911,1.0229,1,Microsoft market update,1.0
2023-10-16,325.64,22158000,Microsoft,0.015,0.0515,1.0168,0,Microsoft market update,1.0
2023-10-17,325.07,18338500,Microsoft,-0.0017,-0.1724,1.0185,0,Microsoft market update,1.0
2023-10-18,323.16,23153600,Microsoft,-0.0059,0.2626,1.0222,1,Microsoft market update,1.0
2023-10-19,324.35,25052100,Microsoft,0.0037,0.082,1.018,0,Microsoft market update,1.0
2023-10-20,319.79,25027700,Microsoft,-0.014,-0.001,1.0199,1,Microsoft market update,1.0
2023-10-23,322.39,24374700,Microsoft,0.0081,-0.0261,1.0257,1,Microsoft market update,1.0
2023-10-24,323.57,31153600,Microsoft,0.0037,0.2781,1.0129,1,Microsoft market update,1.0
2023-10-25,333.5,55053800,Microsoft,0.0307,0.7672,1.0254,0,Microsoft market update,1.0
2023-10-26,320.99,37828500,Microsoft,-0.0375,-0.3129,1.0449,1,Microsoft market update,1.0
2023-10-27,322.87,29856500,Microsoft,0.0059,-0.2107,1.0253,1,Microsoft market update,1.0
2023-10-30,330.21,22828100,Microsoft,0.0227,-0.2354,1.023,1,Microsoft market update,1.0
2023-10-31,330.99,20265300,Microsoft,0.0024,-0.1123,1.0129,1,Microsoft market update,1.0
2023-11-01,338.79,28158800,Microsoft,0.0235,0.3895,1.0229,1,Microsoft market update,1.0
2023-11-02,340.99,24348100,Microsoft,0.0065,-0.1353,1.0118,1,Microsoft market update,1.0
2023-11-03,345.37,23637700,Microsoft,0.0129,-0.0292,1.0203,1,Microsoft market update,1.0
2023-11-06,349.03,23828300,Microsoft,0.0106,0.0081,1.0119,1,Microsoft market update,1.0
2023-11-07,352.94,25833900,Microsoft,0.0112,0.0842,1.0135,1,Microsoft market update,1.0
2023-11-08,355.56,26767800,Microsoft,0.0074,0.0362,1.0092,0,Microsoft market update,1.0
2023-11-09,353.1,24847300,Microsoft,-0.0069,-0.0717,1.0123,1,Microsoft market update,1.0
2023-11-10,361.89,28042100,Microsoft,0.0249,0.1286,1.025,0,Microsoft market update,1.0
2023-11-13,358.96,19986500,Microsoft,-0.0081,-0.2873,1.007,1,Microsoft market update,1.0
2023-11-14,362.48,27683900,Microsoft,0.0098,0.3851,1.0125,1,Microsoft market update,1.0
2023-11-15,362.62,26860100,Microsoft,0.0004,-0.0298,1.0164,1,Microsoft market update,1.0
2023-11-16,369.0,27182300,Microsoft,0.0176,0.012,1.0167,0,Microsoft market update,1.0
2023-11-17,362.8,40157000,Microsoft,-0.0168,0.4773,1.0201,1,Microsoft market update,1.0
2023-11-20,370.25,52465100,Microsoft,0.0205,0.3065,1.0212,0,Microsoft market update,1.0
2023-11-21,365.96,28423100,Microsoft,-0.0116,-0.4582,1.0137,1,Microsoft market update,1.0
2023-11-22,370.65,23345300,Microsoft,0.0128,-0.1787,1.0129,0,Microsoft market update,1.0
2023-11-24,370.24,10176600,Microsoft,-0.0011,-0.5641,1.0075,1,Microsoft market update,1.0
2023-11-27,371.39,22179200,Microsoft,0.0031,1.1794,1.0118,1,Microsoft market update,1.0
2023-11-28,375.41,20453100,Microsoft,0.0108,-0.0778,1.0128,0,Microsoft market update,1.0
2023-11-29,371.63,28963400,Microsoft,-0.0101,0.4161,1.0182,1,Microsoft market update,1.0
2023-11-30,371.69,30554400,Microsoft,0.0002,0.0549,1.0123,0,Microsoft market update,1.0
2023-12-01,367.37,33040500,Microsoft,-0.0116,0.0814,1.0184,0,Microsoft market update,1.0
2023-12-04,362.1,32063300,Microsoft,-0.0143,-0.0296,1.0182,1,Microsoft market update,1.0
2023-12-05,365.42,23065000,Microsoft,0.0092,-0.2806,1.0204,0,Microsoft market update,1.0
2023-12-06,361.77,21182100,Microsoft,-0.01,-0.0816,1.0167,1,Microsoft market update,1.0
2023-12-07,363.88,23118900,Microsoft,0.0058,0.0914,1.014,1,Microsoft market update,1.0
2023-12-08,367.1,20154400,Microsoft,0.0088,-0.1282,1.0169,0,Microsoft market update,1.0
2023-12-11,364.22,27708800,Microsoft,-0.0078,0.3748,1.015,1,Microsoft market update,1.0
2023-12-12,367.24,24838300,Microsoft,0.0083,-0.1036,1.0107,0,Microsoft market update,1.0
2023-12-14,358.96,43277500,Microsoft,-0.0225,0.3981,1.0264,1,Microsoft market update,1.0
2023-12-15,363.66,78502300,Microsoft,0.0131,0.8139,1.0167,1,Microsoft market update,1.0
2023-12-18,365.55,21802900,Microsoft,0.0052,-0.7223,1.0117,1,Microsoft market update,1.0
2023-12-19,366.15,20603700,Microsoft,0.0016,-0.055,1.0092,0,Microsoft market update,1.0
2023-12-20,363.56,26316700,Microsoft,-0.0071,0.2773,1.0148,1,Microsoft market update,1.0
2023-12-21,366.42,17708000,Microsoft,0.0079,-0.3271,1.0118,1,Microsoft market update,1.0
2023-12-22,367.44,17107500,Microsoft,0.0028,-0.0339,1.0066,1,Microsoft market update,1.0
2023-12-26,367.52,12673100,Microsoft,0.0002,-0.2592,1.0092,0,Microsoft market update,1.0
2023-12-27,366.94,14905400,Microsoft,-0.0016,0.1761,1.006,1,Microsoft market update,1.0
2023-12-28,368.13,14327000,Microsoft,0.0032,-0.0388,1.0061,1,Microsoft market update,1.0
2023-12-29,368.87,18730800,Microsoft,0.002,0.3074,1.0099,0,Microsoft market update,1.0
2024-01-02,363.8,25258600,Microsoft,-0.0137,0.3485,1.0249,0,Microsoft market update,1.0
2024-01-03,363.54,23083500,Microsoft,-0.0007,-0.0861,1.0129,0,Microsoft market update,1.0
2024-01-04,360.93,20901500,Microsoft,-0.0072,-0.0945,1.0162,0,Microsoft market update,1.0
2024-01-05,360.74,21004600,Microsoft,-0.0005,0.0049,1.0152,1,Microsoft market update,1.0
2024-01-08,367.55,23134000,Microsoft,0.0189,0.1014,1.0168,1,Microsoft market update,1.0
2024-01-09,368.63,20830000,Microsoft,0.0029,-0.0996,1.0129,1,Microsoft market update,1.0
2024-01-10,375.47,25514200,Microsoft,0.0186,0.2249,1.0209,1,Microsoft market update,1.0
2024-01-11,377.3,27850800,Microsoft,0.0049,0.0916,1.0271,1,Microsoft market update,1.0
2024-01-12,381.07,21661200,Microsoft,0.01,-0.2222,1.0105,1,Microsoft market update,1.0
2024-01-16,382.83,27202300,Microsoft,0.0046,0.2558,1.0165,0,Microsoft market update,1.0
2024-01-17,382.05,22234100,Microsoft,-0.002,-0.1826,1.0138,1,Microsoft market update,1.0
2024-01-18,386.36,23392100,Microsoft,0.0113,0.0521,1.0099,1,Microsoft market update,1.0
2024-01-19,391.07,29331100,Microsoft,0.0122,0.2539,1.0131,0,Microsoft market update,1.0
2024-01-22,388.95,27016900,Microsoft,-0.0054,-0.0789,1.0179,1,Microsoft market update,1.0
2024-01-23,391.3,20525900,Microsoft,0.006,-0.2403,1.0138,1,Microsoft market update,1.0
2024-01-24,394.89,24867000,Microsoft,0.0092,0.2115,1.0129,1,Microsoft market update,1.0
2024-01-25,397.15,21021200,Microsoft,0.0057,-0.1547,1.0111,0,Microsoft market update,1.0
2024-01-26,396.23,17803300,Microsoft,-0.0023,-0.1531,1.0093,1,Microsoft market update,1.0
2024-01-29,401.91,24510200,Microsoft,0.0143,0.3767,1.014,0,Microsoft market update,1.0
2024-01-30,400.8,33477600,Microsoft,-0.0028,0.3659,1.0162,0,Microsoft market update,1.0
2024-01-31,390.0,47871100,Microsoft,-0.0269,0.4299,1.0456,1,Microsoft market update,1.0
2024-02-01,396.08,30657700,Microsoft,0.0156,-0.3596,1.0154,1,Microsoft market update,1.0
2024-02-02,403.38,28256700,Microsoft,0.0184,-0.0783,1.0225,0,Microsoft market update,1.0
2024-02-05,397.92,25352300,Microsoft,-0.0135,-0.1028,1.0177,0,Microsoft market update,1.0
2024-02-06,397.76,18382600,Microsoft,-0.0004,-0.2749,1.0126,1,Microsoft market update,1.0
2024-02-07,406.16,22340500,Microsoft,0.0211,0.2153,1.0169,1,Microsoft market update,1.0
2024-02-08,406.22,21225300,Microsoft,0.0001,-0.0499,1.0073,1,Microsoft market update,1.0
2024-02-09,412.53,22032800,Microsoft,0.0156,0.038,1.0138,0,Microsoft market update,1.0
2024-02-12,407.35,21202900,Microsoft,-0.0126,-0.0377,1.0144,0,Microsoft market update,1.0
2024-02-13,398.58,27824900,Microsoft,-0.0215,0.3123,1.0166,1,Microsoft market update,1.0
2024-02-14,402.43,20401200,Microsoft,0.0097,-0.2668,1.013,0,Microsoft market update,1.0
2024-02-15,399.55,21825500,Microsoft,-0.0072,0.0698,1.012,0,Microsoft market update,1.0
2024-02-16,397.09,22296500,Microsoft,-0.0061,0.0216,1.012,0,Microsoft market update,1.0
2024-02-20,395.84,24307900,Microsoft,-0.0031,0.0902,1.0163,0,Microsoft market update,1.0
2024-02-21,395.24,18518900,Microsoft,-0.0015,-0.2382,1.0128,1,Microsoft market update,1.0
2024-02-22,404.55,27009900,Microsoft,0.0235,0.4585,1.0104,0,Microsoft market update,1.0
2024-02-23,403.26,16295900,Microsoft,-0.0032,-0.3967,1.0168,0,Microsoft market update,1.0
2024-02-26,400.51,16193500,Microsoft,-0.0068,-0.0063,1.0118,0,Microsoft market update,1.0
2024-02-27,400.45,14835800,Microsoft,-0.0001,-0.0838,1.0111,1,Microsoft market update,1.0
2024-02-28,400.69,13183100,Microsoft,0.0006,-0.1114,1.0098,1,Microsoft market update,1.0
2024-02-29,406.51,31947300,Microsoft,0.0145,1.4234,1.0204,1,Microsoft market update,1.0
2024-03-01,408.33,17823400,Microsoft,0.0045,-0.4421,1.0121,0,Microsoft market update,1.0
2024-03-04,407.76,17596000,Microsoft,-0.0014,-0.0128,1.0122,0,Microsoft market update,1.0
2024-03-05,395.71,26919200,Microsoft,-0.0296,0.5298,1.034,0,Microsoft market update,1.0
2024-03-06,395.16,22344100,Microsoft,-0.0014,-0.17,1.017,1,Microsoft market update,1.0
2024-03-07,402.08,18718500,Microsoft,0.0175,-0.1623,1.0187,0,Microsoft market update,1.0
2024-03-08,399.21,18002200,Microsoft,-0.0071,-0.0383,1.0151,0,Microsoft market update,1.0
2024-03-11,397.54,16120800,Microsoft,-0.0042,-0.1045,1.011,1,Microsoft market update,1.0
2024-03-12,408.12,22457000,Microsoft,0.0266,0.393,1.0216,0,Microsoft market update,1.0
2024-03-13,407.94,17115900,Microsoft,-0.0004,-0.2378,1.0164,1,Microsoft market update,1.0
2024-03-14,417.89,34157300,Microsoft,0.0244,0.9956,1.0235,0,Microsoft market update,1.0
2024-03-15,409.24,45079900,Microsoft,-0.0207,0.3198,1.0238,1,Microsoft market update,1.0
2024-03-18,410.12,20106000,Microsoft,0.0022,-0.554,1.0168,1,Microsoft market update,1.0
2024-03-19,414.14,19837900,Microsoft,0.0098,-0.0133,1.0147,1,Microsoft market update,1.0
2024-03-20,417.9,17860100,Microsoft,0.0091,-0.0997,1.0126,1,Microsoft market update,1.0
2024-03-21,421.97,21296200,Microsoft,0.0097,0.1924,1.0086,0,Microsoft market update,1.0
2024-03-22,421.35,17648500,Microsoft,-0.0015,-0.1713,1.0089,0,Microsoft market update,1.0
2024-03-25,415.57,18060500,Microsoft,-0.0137,0.0233,1.0138,0,Microsoft market update,1.0
2024-03-26,414.38,16725600,Microsoft,-0.0029,-0.0739,1.011,0,Microsoft market update,1.0
2024-03-27,414.16,16705000,Microsoft,-0.0005,-0.0012,1.013,0,Microsoft market update,1.0
2024-03-28,413.46,21871200,Microsoft,-0.0017,0.3093,1.0066,1,Microsoft market update,1.0
2024-04-01,417.25,16316000,Microsoft,0.0092,-0.254,1.0134,0,Microsoft market update,1.0
2024-04-02,414.17,17912000,Microsoft,-0.0074,0.0978,1.0109,0,Microsoft market update,1.0
2024-04-03,413.2,16502300,Microsoft,-0.0023,-0.0787,1.01,0,Microsoft market update,1.0
2024-04-04,410.67,19370900,Microsoft,-0.0061,0.1738,1.0266,1,Microsoft market update,1.0
2024-04-05,418.18,16554800,Microsoft,0.0183,-0.1454,1.0196,0,Microsoft market update,1.0
2024-04-08,417.27,14272400,Microsoft,-0.0022,-0.1379,1.0094,1,Microsoft market update,1.0
2024-04-09,418.93,12496900,Microsoft,0.004,-0.1244,1.0145,0,Microsoft market update,1.0
2024-04-10,415.96,16216600,Microsoft,-0.0071,0.2976,1.0103,1,Microsoft market update,1.0
2024-04-11,420.55,17966400,Microsoft,0.011,0.1079,1.0166,0,Microsoft market update,1.0
2024-04-12,414.62,19253800,Microsoft,-0.0141,0.0717,1.0129,0,Microsoft market update,1.0
2024-04-15,406.51,20273500,Microsoft,-0.0196,0.053,1.0324,1,Microsoft market update,1.0
2024-04-16,407.43,16765600,Microsoft,0.0023,-0.173,1.0113,0,Microsoft market update,1.0
2024-04-17,404.74,15855500,Microsoft,-0.0066,-0.0543,1.0208,0,Microsoft market update,1.0
2024-04-18,397.3,21029900,Microsoft,-0.0184,0.3263,1.0197,0,Microsoft market update,1.0
2024-04-19,392.24,30565800,Microsoft,-0.0127,0.4534,1.0194,1,Microsoft market update,1.0
2024-04-22,394.05,20286900,Microsoft,0.0046,-0.3363,1.0179,1,Microsoft market update,1.0
2024-04-23,400.54,15734500,Microsoft,0.0165,-0.2244,1.0128,1,Microsoft market update,1.0
2024-04-24,402.01,15065300,Microsoft,0.0037,-0.0425,1.014,0,Microsoft market update,1.0
2024-04-25,392.16,40586500,Microsoft,-0.0245,1.694,1.0306,1,Microsoft market update,1.0
2024-04-26,399.31,29694700,Microsoft,0.0182,-0.2684,1.0178,0,Microsoft market update,1.0
2024-04-29,395.31,19582100,Microsoft,-0.01,-0.3406,1.0179,0,Microsoft market update,1.0
2024-04-30,382.62,28781400,Microsoft,-0.0321,0.4698,1.0334,1,Microsoft market update,1.0
2024-05-01,388.13,23562500,Microsoft,0.0144,-0.1813,1.0292,1,Microsoft market update,1.0
2024-05-02,390.98,17709400,Microsoft,0.0073,-0.2484,1.0134,1,Microsoft market update,1.0
2024-05-03,399.65,17446700,Microsoft,0.0222,-0.0148,1.0132,1,Microsoft market update,1.0
2024-05-06,406.41,16996600,Microsoft,0.0169,-0.0258,1.0186,0,Microsoft market update,1.0
2024-05-07,402.28,20018200,Microsoft,-0.0102,0.1778,1.0136,1,Microsoft market update,1.0
2024-05-08,403.46,11792300,Microsoft,0.0029,-0.4109,1.0136,1,Microsoft market update,1.0
2024-05-09,405.21,14689700,Microsoft,0.0043,0.2457,1.0088,1,Microsoft market update,1.0
2024-05-10,407.59,13402300,Microsoft,0.0059,-0.0876,1.0087,0,Microsoft market update,1.0
2024-05-13,406.59,15440200,Microsoft,-0.0025,0.1521,1.0183,1,Microsoft market update,1.0
2024-05-14,409.38,15109300,Microsoft,0.0069,-0.0214,1.0144,1,Microsoft market update,1.0
2024-05-15,416.53,22239500,Microsoft,0.0175,0.4719,1.0157,0,Microsoft market update,1.0
2024-05-16,414.48,17530100,Microsoft,-0.0049,-0.2118,1.0121,0,Microsoft market update,1.0
2024-05-17,413.71,15352200,Microsoft,-0.0019,-0.1242,1.0117,1,Microsoft market update,1.0
2024-05-20,418.76,16272100,Microsoft,0.0122,0.0599,1.0161,1,Microsoft market update,1.0
2024-05-21,422.4,21453300,Microsoft,0.0087,0.3184,1.0191,1,Microsoft market update,1.0
2024-05-22,423.86,18073700,Microsoft,0.0034,-0.1575,1.0124,0,Microsoft market update,1.0
2024-05-23,420.39,17211700,Microsoft,-0.0082,-0.0477,1.0192,1,Microsoft market update,1.0
2024-05-24,423.5,11855300,Microsoft,0.0074,-0.3112,1.0157,1,Microsoft market update,1.0
2024-05-28,423.66,15718000,Microsoft,0.0004,0.3258,1.0099,0,Microsoft market update,1.0
2024-05-29,422.53,15517100,Microsoft,-0.0027,-0.0128,1.0123,0,Microsoft market update,1.0
2024-05-30,408.25,28394500,Microsoft,-0.0338,0.8299,1.0243,1,Microsoft market update,1.0
2024-05-31,408.71,47995300,Microsoft,0.0011,0.6903,1.0303,0,Microsoft market update,1.0
2024-06-03,407.12,17484700,Microsoft,-0.0039,-0.6357,1.0184,1,Microsoft market update,1.0
2024-06-04,409.63,14348900,Microsoft,0.0062,-0.1793,1.0165,1,Microsoft market update,1.0
2024-06-05,417.45,16988000,Microsoft,0.0191,0.1839,1.0187,1,Microsoft market update,1.0
2024-06-06,417.95,14861300,Microsoft,0.0012,-0.1252,1.0112,0,Microsoft market update,1.0
2024-06-07,417.29,13621700,Microsoft,-0.0016,-0.0834,1.0078,1,Microsoft market update,1.0
2024-06-10,421.25,13982900,Microsoft,0.0095,0.0265,1.0099,1,Microsoft market update,1.0
2024-06-11,425.99,14551100,Microsoft,0.0112,0.0406,1.0178,1,Microsoft market update,1.0
2024-06-12,434.24,22366200,Microsoft,0.0194,0.5371,1.0234,1,Microsoft market update,1.0
2024-06-13,434.75,15960600,Microsoft,0.0012,-0.2864,1.0091,1,Microsoft market update,1.0
2024-06-14,435.72,13582000,Microsoft,0.0022,-0.149,1.0147,1,Microsoft market update,1.0
2024-06-17,441.43,20790000,Microsoft,0.0131,0.5307,1.0232,0,Microsoft market update,1.0
2024-06-18,439.43,17112500,Microsoft,-0.0045,-0.1769,1.0118,0,Microsoft market update,1.0
2024-06-20,438.8,19877400,Microsoft,-0.0014,0.1616,1.0119,1,Microsoft market update,1.0
2024-06-21,442.82,34187100,Microsoft,0.0092,0.7199,1.0091,0,Microsoft market update,1.0
2024-06-24,440.74,15913700,Microsoft,-0.0047,-0.5345,1.0142,1,Microsoft market update,1.0
2024-06-25,443.97,16413400,Microsoft,0.0073,0.0314,1.0105,1,Microsoft market update,1.0
2024-06-26,445.16,16507000,Microsoft,0.0027,0.0057,1.0121,1,Microsoft market update,1.0
2024-06-27,445.84,14806300,Microsoft,0.0015,-0.103,1.0097,0,Microsoft market update,1.0
2024-06-28,440.03,28362300,Microsoft,-0.013,0.9156,1.0201,1,Microsoft market update,1.0
2024-07-01,449.66,17662800,Microsoft,0.0219,-0.3772,1.0263,1,Microsoft market update,1.0
2024-07-02,452.17,13979800,Microsoft,0.0056,-0.2085,1.0143,1,Microsoft market update,1.0
2024-07-03,453.64,9932800,Microsoft,0.0032,-0.2895,1.0069,1,Microsoft market update,1.0
2024-07-05,460.33,16000300,Microsoft,0.0147,0.6109,1.0204,0,Microsoft market update,1.0
2024-07-08,459.03,12962300,Microsoft,-0.0028,-0.1899,1.007,0,Microsoft market update,1.0
2024-07-09,452.43,17207200,Microsoft,-0.0144,0.3275,1.0204,1,Microsoft market update,1.0
2024-07-10,459.04,18196100,Microsoft,0.0146,0.0575,1.0166,0,Microsoft market update,1.0
2024-07-11,447.66,23111200,Microsoft,-0.0248,0.2701,1.0293,0,Microsoft market update,1.0
2024-07-12,446.53,16324300,Microsoft,-0.0025,-0.2937,1.0127,1,Microsoft market update,1.0
2024-07-15,446.94,14429400,Microsoft,0.0009,-0.1161,1.0129,0,Microsoft market update,1.0
2024-07-16,442.56,17175700,Microsoft,-0.0098,0.1903,1.0171,0,Microsoft market update,1.0
2024-07-17,436.66,21778000,Microsoft,-0.0133,0.268,1.0129,0,Microsoft market update,1.0
2024-07-18,433.56,20794800,Microsoft,-0.0071,-0.0451,1.0236,0,Microsoft market update,1.0
2024-07-19,430.35,20940400,Microsoft,-0.0074,0.007,1.0212,1,Microsoft market update,1.0
2024-07-22,436.09,15808800,Microsoft,0.0133,-0.2451,1.013,1,Microsoft market update,1.0
2024-07-23,437.97,13107100,Microsoft,0.0043,-0.1709,1.0119,0,Microsoft market update,1.0
2024-07-24,422.26,26805800,Microsoft,-0.0359,1.0451,1.0325,0,Microsoft market update,1.0
2024-07-25,411.93,29943800,Microsoft,-0.0245,0.1171,1.0294,1,Microsoft market update,1.0
2024-07-26,418.69,23583800,Microsoft,0.0164,-0.2124,1.0279,1,Microsoft market update,1.0
2024-07-29,420.13,15125800,Microsoft,0.0034,-0.3586,1.0175,0,Microsoft market update,1.0
2024-07-30,416.38,32687600,Microsoft,-0.0089,1.161,1.028,0,Microsoft market update,1.0
2024-07-31,411.88,42891400,Microsoft,-0.0108,0.3122,1.0232,0,Microsoft market update,1.0
2024-08-01,410.66,30296400,Microsoft,-0.003,-0.2936,1.0348,0,Microsoft market update,1.0
2024-08-02,402.17,29437900,Microsoft,-0.0207,-0.0283,1.0264,0,Microsoft market update,1.0
2024-08-05,389.04,40709200,Microsoft,-0.0327,0.3829,1.0401,1,Microsoft market update,1.0
2024-08-06,393.43,24946500,Microsoft,0.0113,-0.3872,1.018,0,Microsoft market update,1.0
2024-08-07,392.27,20650900,Microsoft,-0.003,-0.1722,1.0317,1,Microsoft market update,1.0
2024-08-08,396.46,20203000,Microsoft,0.0107,-0.0217,1.0148,1,Microsoft market update,1.0
2024-08-09,399.74,19276700,Microsoft,0.0083,-0.0458,1.0144,1,Microsoft market update,1.0
2024-08-12,400.52,16762900,Microsoft,0.0019,-0.1304,1.0112,1,Microsoft market update,1.0
2024-08-13,407.6,19414300,Microsoft,0.0177,0.1582,1.0131,1,Microsoft market update,1.0
2024-08-14,410.41,18267000,Microsoft,0.0069,-0.0591,1.0128,1,Microsoft market update,1.0
2024-08-15,415.26,20752100,Microsoft,0.0118,0.136,1.0083,0,Microsoft market update,1.0
2024-08-16,412.74,22775600,Microsoft,-0.0061,0.0975,1.0097,1,Microsoft market update,1.0
2024-08-19,415.76,15234000,Microsoft,0.0073,-0.3311,1.0127,1,Microsoft market update,1.0
2024-08-20,418.98,16387600,Microsoft,0.0078,0.0757,1.01,0,Microsoft market update,1.0
2024-08-21,418.33,16067300,Microsoft,-0.0016,-0.0195,1.0111,0,Microsoft market update,1.0
2024-08-22,409.86,19361900,Microsoft,-0.0203,0.2051,1.0294,1,Microsoft market update,1.0
2024-08-23,411.08,18493800,Microsoft,0.003,-0.0448,1.0174,0,Microsoft market update,1.0
2024-08-26,407.83,13152800,Microsoft,-0.0079,-0.2888,1.0144,1,Microsoft market update,1.0
2024-08-27,408.17,13492900,Microsoft,0.0008,0.0259,1.01,0,Microsoft market update,1.0
2024-08-28,404.98,14882700,Microsoft,-0.0078,0.103,1.0189,1,Microsoft market update,1.0
2024-08-29,407.46,17045200,Microsoft,0.0061,0.1453,1.0279,1,Microsoft market update,1.0
2024-08-30,411.43,24308300,Microsoft,0.0097,0.4261,1.013,0,Microsoft market update,1.0
2024-09-03,403.83,20313600,Microsoft,-0.0185,-0.1643,1.0316,0,Microsoft market update,1.0
2024-09-04,403.3,15135800,Microsoft,-0.0013,-0.2549,1.017,0,Microsoft market update,1.0
2024-09-05,402.8,14195500,Microsoft,-0.0012,-0.0621,1.0172,0,Microsoft market update,1.0
2024-09-06,396.2,19609500,Microsoft,-0.0164,0.3814,1.0246,1,Microsoft market update,1.0
2024-09-09,400.16,15295100,Microsoft,0.01,-0.22,1.0162,1,Microsoft market update,1.0
2024-09-10,408.53,19594300,Microsoft,0.0209,0.2811,1.0212,1,Microsoft market update,1.0
2024-09-11,417.25,19266900,Microsoft,0.0213,-0.0167,1.0352,1,Microsoft market update,1.0
2024-09-12,421.15,17395700,Microsoft,0.0094,-0.0971,1.0182,1,Microsoft market update,1.0
2024-09-13,424.69,15874600,Microsoft,0.0084,-0.0874,1.015,1,Microsoft market update,1.0
2024-09-16,425.43,13834700,Microsoft,0.0017,-0.1285,1.0124,1,Microsoft market update,1.0
2024-09-17,429.19,18874200,Microsoft,0.0088,0.3643,1.0222,0,Microsoft market update,1.0
2024-09-18,424.91,18898000,Microsoft,-0.01,0.0013,1.0131,1,Microsoft market update,1.0
2024-09-19,432.68,21706600,Microsoft,0.0183,0.1486,1.0105,0,Microsoft market update,1.0
2024-09-20,429.31,55167100,Microsoft,-0.0078,1.5415,1.0116,0,Microsoft market update,1.0
2024-09-23,427.57,15128900,Microsoft,-0.004,-0.7258,1.0141,0,Microsoft market update,1.0
2024-09-24,423.29,17015800,Microsoft,-0.01,0.1247,1.017,1,Microsoft market update,1.0
2024-09-25,426.19,13396400,Microsoft,0.0069,-0.2127,1.0106,0,Microsoft market update,1.0
2024-09-26,425.4,14492000,Microsoft,-0.0019,0.0818,1.0144,0,Microsoft market update,1.0
2024-09-27,422.16,14896100,Microsoft,-0.0076,0.0279,1.0102,1,Microsoft market update,1.0
2024-09-30,424.41,16807300,Microsoft,0.0053,0.1283,1.0119,0,Microsoft market update,1.0
2024-10-01,414.93,19092900,Microsoft,-0.0223,0.136,1.0231,0,Microsoft market update,1.0
2024-10-02,411.42,16582300,Microsoft,-0.0085,-0.1315,1.0147,0,Microsoft market update,1.0
2024-10-03,410.83,13686400,Microsoft,-0.0014,-0.1746,1.0127,0,Microsoft market update,1.0
2024-10-04,410.36,19169700,Microsoft,-0.0012,0.4006,1.0115,0,Microsoft market update,1.0
2024-10-07,403.93,20919800,Microsoft,-0.0157,0.0913,1.0198,1,Microsoft market update,1.0
2024-10-08,409.03,19229300,Microsoft,0.0126,-0.0808,1.0184,1,Microsoft market update,1.0
2024-10-09,411.74,14974300,Microsoft,0.0066,-0.2213,1.0147,0,Microsoft market update,1.0
2024-10-10,410.14,13848400,Microsoft,-0.0039,-0.0752,1.0102,1,Microsoft market update,1.0
2024-10-11,410.62,14144900,Microsoft,0.0012,0.0214,1.0094,1,Microsoft market update,1.0
2024-10-14,413.4,16653100,Microsoft,0.0068,0.1773,1.0156,0,Microsoft market update,1.0
2024-10-15,413.0,18900200,Microsoft,-0.001,0.1349,1.0174,0,Microsoft market update,1.0
2024-10-16,410.42,15508900,Microsoft,-0.0063,-0.1794,1.0143,1,Microsoft market update,1.0
2024-10-17,411.01,14820000,Microsoft,0.0014,-0.0444,1.0166,1,Microsoft market update,1.0
2024-10-18,412.43,17145300,Microsoft,0.0035,0.1569,1.0081,1,Microsoft market update,1.0
2024-10-21,413.04,14206100,Microsoft,0.0015,-0.1714,1.0126,1,Microsoft market update,1.0
2024-10-22,421.65,25482200,Microsoft,0.0208,0.7938,1.03,0,Microsoft market update,1.0
2024-10-23,418.78,19654400,Microsoft,-0.0068,-0.2287,1.0202,1,Microsoft market update,1.0
2024-10-24,418.91,13581600,Microsoft,0.0003,-0.309,1.0085,1,Microsoft market update,1.0
2024-10-25,422.29,16899100,Microsoft,0.0081,0.2443,1.0139,0,Microsoft market update,1.0
2024-10-28,420.75,14882400,Microsoft,-0.0036,-0.1193,1.0132,1,Microsoft market update,1.0
2024-10-29,426.03,17644100,Microsoft,0.0126,0.1856,1.0173,1,Microsoft market update,1.0
2024-10-30,426.61,29749100,Microsoft,0.0013,0.6861,1.0148,0,Microsoft market update,1.0
