date,volume_change,high_low_ratio,target,headline,volume_log,day_of_week,month,quarter,is_monday,is_friday,company_encoded,close_norm,price_change_norm,news_count_capped
2024-04-26,-0.3002063767697639,0.0,1,Apple market update,17.61857549540751,4,4,2,0,1,0,-1.0959612285148064,-0.289975189528031,0.5265890341390445
2024-04-30,-0.0694948179458486,0.0,0,Apple market update,18.004176948095473,1,4,2,0,0,0,-1.0714045492464008,-1.202579903326633,0.5265890341390445
2024-05-01,-0.6970071089345717,0.0,1,Apple market update,17.735166379197736,2,5,2,0,0,0,-1.0959612285148064,-0.4441313911832003,0.5265890341390445
2024-05-02,1.5154539669571796,0.0,1,Apple market update,18.361088911750084,3,5,2,0,0,0,-1.0071238299849852,1.282418067354695,0.5265890341390445
2024-05-06,-1.820831032597612,0.0,1,Apple market update,18.179496699621023,0,5,2,1,0,0,-0.800077318506269,-0.6352850812356101,0.5265890341390445
2024-05-07,-0.024313932532069,0.0,1,Apple market update,18.163279556020033,1,5,2,0,0,0,-0.7837061989939983,0.1601609193050631,0.5265890341390445
2024-05-08,-1.3832220280718457,0.0,1,Apple market update,17.623441154458394,2,5,2,0,0,0,-0.7755206392378629,0.0430022060471344,0.5265890341390445
2024-05-09,0.2346022280004348,0.0,0,Apple market update,17.706983877517455,3,5,2,0,0,0,-0.7319445711243191,0.5424682994098828,0.5265890341390445
2024-05-10,0.1113340749227267,0.0,1,Apple market update,17.742609370186884,4,5,2,0,1,0,-0.7622792925735268,-0.4996276237790611,0.5265890341390445
2024-05-13,0.8901384984270792,0.0,1,Apple market update,18.09279871958282,0,5,2,1,0,0,-0.6852387301628412,1.0111031524415972,0.5265890341390445
2024-05-14,-0.8268483153724889,0.0,1,Apple market update,17.77429502351361,1,5,2,0,0,0,-0.657793029804035,0.3081508728940255,0.5265890341390445
2024-05-15,0.7597903716643382,0.0,1,Apple market update,18.069703835332817,2,5,2,0,0,0,-0.603142380843955,0.6781257568664317,0.5265890341390445
2024-05-16,-0.7439350343589359,-3.469446951953614e-18,1,Apple market update,17.782877461994847,3,5,2,0,0,0,-0.6002533597535542,-0.0371590188135535,0.5265890341390445
2024-05-17,-0.6385133317446886,0.0,1,Apple market update,17.53595895283112,4,5,2,0,1,0,-0.599531104480954,-0.0618240110783806,0.5265890341390445
2024-05-20,0.2049742201147728,0.0,1,Apple market update,17.60787804824,0,5,2,1,0,0,-0.5716039006070808,0.3081508728940255,0.5265890341390445
2024-05-21,-0.1067186089365464,0.0,0,Apple market update,17.560519865186436,1,5,2,0,0,0,-0.5403061721277403,0.3513146093574729,0.5265890341390445
2024-05-22,-0.5132765964118955,0.0,0,Apple market update,17.360765021481132,2,5,2,0,0,0,-0.5749744252125486,-0.5366251121763018,0.5265890341390445
2024-05-23,0.9759446120231,0.0,1,Apple market update,17.747451889877542,3,5,2,0,0,0,-0.6707936247108379,-1.3752348491804225,0.5265890341390445
2024-05-24,-0.8810505010855003,0.0,1,Apple market update,17.40807185193235,4,5,2,0,1,0,-0.596882835148087,0.9494406717795296,0.5265890341390445
2024-05-28,0.922957669845166,0.0,1,Apple market update,17.772126378623554,1,5,2,0,0,0,-0.5966420833905532,-0.0679902591445873,0.5265890341390445
2024-05-29,0.0575478997608164,0.0,1,Apple market update,17.78708468686269,2,5,2,0,0,0,-0.5894195306645519,0.0245034618485141,0.5265890341390445
2024-05-30,-0.1448538787273262,0.0,1,Apple market update,17.72531312003165,3,5,2,0,0,0,-0.565585106668746,0.2526546402981646,0.5265890341390445
2024-05-31,1.0297280047465511,0.0,1,Apple market update,18.135107127144934,4,5,2,0,1,0,-0.5427136897030741,0.2341558960995443,0.5265890341390445
2024-06-03,-1.0520510592291257,0.0,1,Apple market update,17.729142288699688,0,6,2,1,0,0,-0.5003413803771968,0.4993045629464354,0.5265890341390445
2024-06-04,-0.1229040002893909,0.0,1,Apple market update,17.67563800346886,1,6,2,0,0,0,-0.4926373241361285,0.0245034618485141,0.5265890341390445
2024-06-05,0.3570296978822113,0.0,0,Apple market update,17.807394119092677,2,6,2,0,0,0,-0.4562838087485866,0.4068108419533338,0.5265890341390445
2024-06-06,-0.709803015644425,0.0,1,Apple market update,17.533506993430308,3,6,2,0,0,0,-0.4895075512881945,-0.5119601199114747,0.5265890341390445
2024-06-07,0.6603324075021044,0.0,0,Apple market update,17.78776094867381,4,6,2,0,1,0,-0.4319678812377144,0.6904582529988452,0.5265890341390445
2024-06-10,1.4644281673716393,0.0,1,Apple market update,18.390326695886664,0,6,2,1,0,0,-0.5220090385552022,-1.251909887856287,0.5265890341390445
2024-06-13,-1.764759298035102,0.0,0,Apple market update,18.39907604409836,3,6,2,0,0,0,-0.0178748582802815,0.2649871364305781,0.5265890341390445
2024-06-14,-0.8654282334155041,0.0,1,Apple market update,18.06575713695599,4,6,2,0,1,0,-0.0595249123335585,-0.5797888486397492,0.5265890341390445
2024-06-17,0.7470608099529075,0.0,0,Apple market update,18.35591074002472,0,6,2,1,0,0,0.0401463152852656,1.1405943618319392,0.5265890341390445
2024-06-18,-0.4046920519069216,0.0,0,Apple market update,18.196828203865003,1,6,2,0,0,0,-0.0166710994926149,-0.7524437944935387,0.5265890341390445
2024-06-20,0.2128393188740482,0.0,0,Apple market update,18.27186167081704,3,6,2,0,0,0,-0.1266946526853744,-1.3998998414452497,0.5265890341390445
2024-06-21,2.34708396989262,0.0,1,Apple market update,19.303642591869515,4,6,2,0,1,0,-0.17893778407012,-0.715446306096298,0.5265890341390445
2024-06-24,-2.5283633751462755,0.0,1,Apple market update,18.206583662161417,0,6,2,1,0,0,-0.1635296715879833,0.1169971828416156,0.5265890341390445
2024-06-25,-0.9698658029470216,0.0,1,Apple market update,17.832788691497175,1,6,2,0,0,0,-0.1413805098949109,0.2033246557685104,0.5265890341390445
2024-06-26,0.466984375251517,0.0,1,Apple market update,18.008390411903665,2,6,2,0,0,0,-0.0414685305185542,1.1590931060305596,0.5265890341390445
2024-06-27,-0.7400865002237456,0.0,0,Apple market update,17.722977219002537,3,6,2,0,0,0,-0.0212453828857493,0.1724934154374766,0.5265890341390445
2024-06-28,1.249470103560688,0.0,1,Apple market update,18.228826305281295,4,6,2,0,1,0,-0.1043047392347689,-1.0792549420024975,0.5265890341390445
2024-07-02,-0.086512272629345,0.0,1,Apple market update,17.87674982038353,1,7,3,0,0,0,0.126094692724686,0.9247756795147024,0.5265890341390445
2024-07-03,-1.138723733042729,0.0,1,Apple market update,17.43637347632038,2,7,3,0,0,0,0.1566701659314269,0.2834858806291984,0.5265890341390445
2024-07-05,1.1916884768154803,0.0,1,Apple market update,17.916704956400427,4,7,3,0,1,0,0.2710272507597877,1.257753075089868,0.5265890341390445
2024-07-08,-0.0401668442797953,0.0,1,Apple market update,17.894502892156215,0,7,3,1,0,0,0.3061770073596629,0.3266496170926458,0.5265890341390445
2024-07-09,-0.5302473041155468,0.0,1,Apple market update,17.688295750892944,1,7,3,0,0,0,0.3268816585075342,0.1601609193050631,0.5265890341390445
2024-07-10,0.6850482624760826,0.0,0,Apple market update,17.95271824617976,2,7,3,0,0,0,0.4294419072167585,1.0850981292360784,0.5265890341390445
2024-07-11,0.1038099905366355,0.0,1,Apple market update,17.98543559458111,3,7,3,0,0,0,0.3003989651788613,-1.5047260585707645,0.5265890341390445
2024-07-12,-0.5106743058071136,0.0,1,Apple market update,17.786679464204358,4,7,3,0,1,0,0.3711799818936782,0.7336219894622926,0.5265890341390445
2024-07-15,0.4432508774537114,0.0,1,Apple market update,17.952775727078436,0,7,3,1,0,0,0.4633879050289666,0.9556069198457364,0.5265890341390445
2024-07-16,-0.9616694536155518,0.0,0,Apple market update,17.58214474278905,1,7,3,0,0,0,0.4732587270878362,0.0368359579809276,0.5265890341390445
2024-07-18,0.380531544336212,0.0,1,Apple market update,18.005689420191466,3,7,3,0,0,0,0.2192656228901084,-1.338237360783182,0.5265890341390445
2024-07-19,-0.7660614585176617,0.0,0,Apple market update,17.710417943256957,4,7,3,0,1,0,0.2223953957380424,-0.0371590188135535,0.5265890341390445
2024-07-22,-0.0328973349392432,0.0,1,Apple market update,17.690906943467997,0,7,3,1,0,0,0.214209835981907,-0.1728164762701024,0.5265890341390445
2024-07-23,-0.4805905077853463,0.0,0,Apple market update,17.50339704424879,1,7,3,0,0,0,0.2392480187653802,0.215657151900924,0.5265890341390445
2024-07-25,-0.4712726845769457,0.0,1,Apple market update,17.754977529000836,3,7,3,0,0,0,0.0596472076454703,-0.370136414388719,0.5265890341390445
2024-07-26,-0.5440251068756784,0.0,1,Apple market update,17.54364199878093,4,7,3,0,1,0,0.0709625402495397,0.0615009502457547,0.5265890341390445
2024-07-29,-0.3427358169220703,0.0,1,Apple market update,17.407653342821423,0,7,3,1,0,0,0.0777035894604746,0.0060047176498938,0.5265890341390445
2024-07-30,0.3702433651095713,0.0,1,Apple market update,17.544663079965805,1,7,3,0,0,0,0.0909449361248107,0.0861659425105818,0.5265890341390445
2024-07-31,0.4867124472383444,0.0,0,Apple market update,17.728259319967393,2,7,3,0,0,0,0.1691892573231628,0.8507807027202212,0.5265890341390445
2024-08-01,0.5825982522021709,0.0,1,Apple market update,17.950693130578376,3,8,3,0,0,0,0.0803518587933416,-1.1100861823335313,0.5265890341390445
2024-08-02,1.2907169134890597,0.0,0,Apple market update,18.474871546007275,4,8,3,0,1,0,0.1162238706658171,0.3513146093574729,0.5265890341390445
2024-08-06,-1.3836343325728848,3.469446951953614e-18,1,Apple market update,18.059144014952064,1,8,3,0,0,0,-0.1851973297659886,-0.6722825696328507,0.5265890341390445
2024-08-07,-0.2262649693347223,0.0,1,Apple market update,17.966808713978054,2,8,3,0,0,0,-0.1233241280799066,0.696624501065052,0.5265890341390445
2024-08-08,-0.7724098399424295,0.0,1,Apple market update,17.66907997941691,3,8,3,0,0,0,-0.0400240199733538,0.9494406717795296,0.5265890341390445
2024-08-09,-0.276511775386672,0.0,1,Apple market update,17.557968716675223,4,8,3,0,1,0,0.0297939897113296,0.7706194778595332,0.5265890341390445
2024-08-12,-0.2577729563301311,0.0,1,Apple market update,17.453835944395262,0,8,3,1,0,0,0.0666290086139385,0.3636471054898864,0.5265890341390445
2024-08-13,0.4013773052302752,0.0,1,Apple market update,17.603223545756833,1,8,3,0,0,0,0.1559479106588267,0.98643816017677,0.5265890341390445
2024-08-14,-0.116192509198255,0.0,1,Apple market update,17.552241664554714,2,8,3,0,0,0,0.166781739747829,0.0491684541133412,0.5265890341390445
2024-08-15,0.2787998586957139,0.0,1,Apple market update,17.653111717370063,3,8,3,0,0,0,0.23852576349278,0.7582869817271197,0.5265890341390445
2024-08-16,-0.1022741047856775,0.0,0,Apple market update,17.607402295295074,4,8,3,0,1,0,0.2703049954871874,0.2896521286954052,0.5265890341390445
2024-08-19,-0.2093529684733058,0.0,1,Apple market update,17.52143887575516,0,8,3,1,0,0,0.2664529673666533,-0.1173202436742415,0.5265890341390445
2024-08-20,-0.7646523100636339,-3.469446951953614e-18,0,Apple market update,17.226625299639036,1,8,3,0,0,0,0.2811388245761897,0.0923321905767886,0.5265890341390445
2024-08-21,0.3715597947893986,0.0,0,Apple market update,17.36413610245701,2,8,3,0,0,0,0.278731307000856,-0.1049877475418279,0.5265890341390445
2024-08-22,0.5978584198599081,0.0,1,Apple market update,17.592751125680085,3,8,3,0,0,0,0.2339514800996456,-0.5859550967059559,0.5265890341390445
2024-08-23,-0.3053338743898321,0.0,1,Apple market update,17.47076344845192,4,8,3,0,1,0,0.2890836325747919,0.5609670436085031,0.5265890341390445
2024-08-26,-0.6047959449234763,0.0,1,Apple market update,17.236582492440483,0,8,3,1,0,0,0.2972691923309273,0.0183372137823073,0.5265890341390445
2024-08-27,0.4294648598685308,0.0,0,Apple market update,17.39721120544193,1,8,3,0,0,0,0.3174923399637323,0.1539946712388563,0.5265890341390445
2024-08-28,0.1671212795021956,0.0,1,Apple market update,17.45446948553988,2,8,3,0,0,0,0.2806573210611234,-0.4934613757128544,0.5265890341390445
2024-08-29,0.7958848758625716,0.0,0,Apple market update,17.764950747317997,3,8,3,0,0,0,0.3596238975320757,0.8261157104553942,0.5265890341390445
2024-08-30,0.0724069065260094,0.0,0,Apple market update,17.785628890414333,4,8,3,0,1,0,0.3408452604444711,-0.2838089414618243,0.5265890341390445
2024-09-04,-0.340898965407362,0.0,1,Apple market update,17.59606178544754,2,9,3,0,0,0,0.1460770885999578,-0.6044538409045762,0.5265890341390445
2024-09-05,-0.4607061132811837,0.0,0,Apple market update,17.415979502213048,3,9,3,0,0,0,0.1826713557450328,0.3513146093574729,0.5265890341390445
2024-09-06,0.7215187600530185,0.0,1,Apple market update,17.69548548607487,4,9,3,0,1,0,0.1453548333273576,-0.505793871845268,0.5265890341390445
2024-09-09,0.8362628114741241,0.0,0,Apple market update,18.022886157033803,0,9,3,1,0,0,0.1475215991451582,-0.049491514945967,0.5265890341390445
2024-09-10,-0.683573260592134,0.0,1,Apple market update,17.75885781601767,1,9,3,0,0,0,0.1282614585424866,-0.2961414375942378,0.5265890341390445
2024-09-11,-0.3695129602784502,0.0,1,Apple market update,17.61295515991286,2,9,3,0,0,0,0.1891716531984346,0.641128268469191,0.5265890341390445
2024-09-12,-0.4450879069772978,0.0,0,Apple market update,17.43866681615716,3,9,3,0,0,0,0.1918199225313022,-0.0433252668797603,0.5265890341390445
2024-09-13,-0.0304797115336818,0.0,0,Apple market update,17.42010040951595,4,9,3,0,1,0,0.1853196250779004,-0.1481514840052753,0.5265890341390445
2024-09-17,-0.6873567144840843,0.0,1,Apple market update,17.633646991776924,1,9,3,0,0,0,0.0490541303140012,0.0615009502457547,0.5265890341390445
2024-09-18,0.7092575285708198,0.0,1,Apple market update,17.90810193425364,2,9,3,0,0,0,0.1422250604794236,1.0357681447064242,0.5265890341390445
2024-09-20,3.293675799749391,0.0,0,Apple market update,19.579697711819932,4,9,3,0,1,0,0.3215851198417996,-0.2529777011307904,0.5265890341390445
2024-09-23,-3.416358882264082,0.0,1,Apple market update,17.807194678268687,0,9,3,1,0,0,0.2801758175460564,-0.5427913602425086,0.5265890341390445
2024-09-24,-0.5608403269125849,0.0,0,Apple market update,17.58956034329929,1,9,3,0,0,0,0.3018434757240617,0.1724934154374766,0.5265890341390445
2024-09-25,-0.0580419332665769,0.0,1,Apple market update,17.560503320263223,2,9,3,0,0,0,0.2780090517282558,-0.345471422123892,0.5265890341390445
2024-09-26,-0.3642596288136469,0.0,1,Apple market update,17.416561055506914,3,9,3,0,0,0,0.3054547520870627,0.240322144165751,0.5265890341390445
2024-09-27,-0.1773136084272203,0.0,1,Apple market update,17.34263552561351,4,9,3,0,1,0,0.3119550495404639,-0.0001615304163129,0.5265890341390445
2024-09-30,1.1723269863552943,0.0,0,Apple market update,17.814479789926473,0,9,3,1,0,0,0.4364237081852273,1.337914299950556,0.5265890341390445
2024-10-02,-1.651361875193684,0.0,0,Apple market update,17.30839340657401,2,10,4,0,0,0,0.2876391220295916,0.079999694444375,0.5265890341390445
2024-10-03,0.1090798215467184,0.0,1,Apple market update,17.343170267685633,3,10,4,0,0,0,0.2611564287009187,-0.3763026624549258,0.5265890341390445
2024-10-04,0.2507681115322517,0.0,0,Apple market update,17.43303097736223,4,10,4,0,1,0,0.2881206255446586,0.2341558960995443,0.5265890341390445
2024-10-07,0.1714979720957044,0.0,1,Apple market update,17.4919479547013,0,10,4,1,0,0,0.1660594844752288,-1.4615623221073173,0.5265890341390445
2024-10-08,-0.5542350010477667,0.0,1,Apple market update,17.276726919255125,1,10,4,0,0,0,0.2635639462762524,1.0604331369712512,0.5265890341390445
2024-10-09,0.1563819167412352,0.0,0,Apple market update,17.329771738663688,2,10,4,0,0,0,0.3536051035937409,0.9556069198457364,0.5265890341390445
2024-10-10,-0.4485865958454585,0.0,0,Apple market update,17.154247293765575,3,10,4,0,0,0,0.3418082674746046,-0.209813964667343,0.5265890341390445
2024-10-11,0.3260683857097765,0.0,1,Apple market update,17.273693036596026,4,10,4,0,1,0,0.3061770073596629,-0.4749626315142341,0.5265890341390445
2024-10-14,0.5957138014149955,0.0,1,Apple market update,17.501438184719355,0,10,4,1,0,0,0.3957366611620843,0.9432744237133228,0.5265890341390445
2024-10-15,1.2014991791927576,0.0,0,Apple market update,17.98606589537548,1,10,4,0,0,0,0.4566468558180322,0.6041307800719504,0.5265890341390445
2024-10-16,-1.6217811919143272,0.0,1,Apple market update,17.34428584117331,2,10,4,0,0,0,0.4072927455236869,-0.6229525851031965,0.5265890341390445
2024-10-17,-0.0670355276126012,0.0,1,Apple market update,17.31183025330017,3,10,4,0,0,0,0.4159598087948886,0.0245034618485141,0.5265890341390445
2024-10-18,0.8700579214638265,0.0,1,Apple market update,17.65348868770961,4,10,4,0,1,0,0.4840925561768385,0.6842920049326385,0.5265890341390445
2024-10-21,-0.6398695311044953,0.0,0,Apple market update,17.4060740970743,0,10,4,1,0,0,0.519483064534247,0.3143171209602323,0.5265890341390445
2024-10-22,0.1975571795822767,0.0,0,Apple market update,17.475131140602937,1,10,4,0,0,0,0.5047972073247105,-0.2344789569321701,0.5265890341390445
2024-10-23,0.7638953212299748,0.0,0,Apple market update,17.77225835129714,2,10,4,0,0,0,0.3827360662552807,-1.4060660895114565,0.5265890341390445
2024-10-24,-1.3332039905747295,0.0,1,Apple market update,17.253023828886615,3,10,4,0,0,0,0.3781617828621463,-0.1234864917404483,0.5265890341390445
2024-10-25,0.5790591011007202,0.0,1,Apple market update,17.473990106958794,4,10,4,0,1,0,0.3983849304949513,0.1478284231726495,0.5265890341390445
2024-10-28,-0.1735892787911511,0.0,1,Apple market update,17.401446046432213,0,10,4,1,0,0,0.4458130267290293,0.456140826482988,0.5265890341390445
2024-10-29,-0.0310167216006183,0.0,0,Apple market update,17.382708164045706,1,10,4,0,0,0,0.4523133241824311,-0.0001615304163129,0.5265890341390445
2024-10-30,0.7333371650868887,0.0,0,Apple market update,17.66716555489797,2,10,4,0,0,0,0.3670872020156102,-1.0175924613404297,0.5265890341390445
2024-10-31,0.8018325102263176,0.0,0,Apple market update,17.980159813081475,3,10,4,0,0,0,0.2669344708817196,-1.1964136552604263,0.5265890341390445
2024-11-01,0.0549748617894035,0.0,0,Apple market update,17.99414573119117,4,11,4,0,1,0,0.1951904471367693,-0.8942675000162943,0.5265890341390445
2024-11-04,-0.968374229266175,0.0,1,Apple market update,17.620938975469443,0,11,4,1,0,0,0.1737635407162979,-0.3208064298590649,0.5265890341390445
2024-11-05,-1.2106085518879228,0.0,0,Apple market update,17.151682224273472,1,11,4,0,0,0,0.2081910420435722,0.3266496170926458,0.5265890341390445
2024-11-06,1.5959658373753896,0.0,1,Apple market update,17.814831750914642,2,11,4,0,0,0,0.190616163743635,-0.2776426933956175,0.5265890341390445
2024-11-07,-0.6688254368960207,0.0,0,Apple market update,17.55645340861097,3,11,4,0,0,0,0.3044917450569286,1.2454205789574542,0.5265890341390445
2024-11-08,-0.2327105724908206,0.0,0,Apple market update,17.461712155886524,4,11,4,0,1,0,0.2979914476035276,-0.1481514840052753,0.5265890341390445
2024-11-11,0.2551963589120706,0.0,0,Apple market update,17.553313524499227,0,11,4,1,0,0,0.2327477213119784,-0.8141062751556064,0.5265890341390445
2024-11-13,0.488158080826727,0.0,1,Apple market update,17.698438394256435,2,11,4,0,0,0,0.2539338759749167,0.1724934154374766,0.5265890341390445
2024-11-14,-0.1879457674854824,0.0,0,Apple market update,17.620480527340796,3,11,4,0,0,0,0.3280854172952014,0.77678572592574,0.5265890341390445
2024-11-15,0.1862586949764869,0.0,1,Apple market update,17.68512074167731,4,11,4,0,1,0,0.2510448548845159,-0.9435974845459484,0.5265890341390445
2024-11-18,-0.1698708185081666,0.0,1,Apple market update,17.613999759450028,0,11,4,1,0,0,0.3232703821445332,0.7521207336609129,0.5265890341390445
2024-11-19,-0.5381125939691747,0.0,1,Apple market update,17.404895618146483,1,11,4,0,0,0,0.3295299278404018,-0.0063277784825196,0.5265890341390445
2024-11-20,-0.0585859351963338,0.0,0,Apple market update,17.375692659489594,2,11,4,0,0,0,0.3468640543828059,0.1231634309078224,0.5265890341390445
2024-11-21,0.4780156253605865,0.0,1,Apple market update,17.555755452613166,3,11,4,0,0,0,0.3353079700212028,-0.2036477166011362,0.5265890341390445
2024-11-22,-0.2421161740839156,0.0,1,Apple market update,17.457515912334365,4,11,4,0,1,0,0.3675687055306772,0.2896521286954052,0.5265890341390445
2024-11-25,2.00630714205209,0.0,1,Apple market update,18.31701657756908,0,11,4,1,0,0,0.4393127292756275,0.7336219894622926,0.5265890341390445
2024-11-26,-1.6929841088635698,0.0,0,Apple market update,17.64385193119002,1,11,4,0,0,0,0.4917966124179069,0.5054708110126422,0.5265890341390445
2024-11-27,-0.8225477290448139,0.0,1,Apple market update,17.327008264312834,2,11,4,0,0,0,0.4886668395699729,-0.1111539956080347,0.5265890341390445
2024-11-29,-0.4131646409580176,0.0,1,Apple market update,17.164761835713872,4,11,4,0,1,0,0.5459657578629199,0.5548007955422963,0.5265890341390445
2024-12-02,1.2920440638008766,0.0,1,Apple market update,17.689563768314784,0,12,4,1,0,0,0.6001349033079328,0.5116370590788489,0.5265890341390445
2024-12-03,-0.551267287239816,0.0,1,Apple market update,17.475501760717165,1,12,4,0,0,0,0.6733234375980842,0.7151232452636723,0.5265890341390445
2024-12-04,0.3599003036904697,0.0,1,Apple market update,17.60838737156068,2,12,4,0,0,0,0.6819905008692859,0.0183372137823073,0.5265890341390445
2024-12-05,-0.255107329969155,0.0,0,Apple market update,17.505237178131694,3,12,4,0,0,0,0.6827127561418861,-0.0679902591445873,0.5265890341390445
2024-12-06,-0.1994935534085207,0.0,1,Apple market update,17.4229250705928,4,12,4,0,1,0,0.6778977209912186,-0.1234864917404483,0.5265890341390445
2024-12-09,0.5062390587226162,0.0,1,Apple market update,17.61434697038983,0,12,4,1,0,0,0.7713094029141742,0.9186094314484956,0.5265890341390445
2024-12-10,-0.4876792146151736,0.0,0,Apple market update,17.42412313969831,1,12,4,0,0,0,0.7958660821825796,0.1786596635036834,0.5265890341390445
2024-12-11,0.5338494773924974,0.0,1,Apple market update,17.62673597727546,2,12,4,0,0,0,0.7652906089758393,-0.3948014066535461,0.5265890341390445
2024-12-12,-0.8343870153603754,0.0,1,Apple market update,17.305252892864427,3,12,4,0,0,0,0.800440365575714,0.295818376761612,0.5265890341390445
2024-12-13,0.0482695197665115,0.0,1,Apple market update,17.316713171314248,4,12,4,0,1,0,0.8042923936962488,-0.0309927707473467,0.5265890341390445
2024-12-16,1.1091033867617588,0.0,1,Apple market update,17.760867773493636,0,12,4,1,0,0,0.8741104033809316,0.6472945165353979,0.5265890341390445
2024-12-17,0.0012262890456106,0.0,0,Apple market update,17.754300140903144,1,12,4,0,0,0,0.9323723287040128,0.5239695552112625,0.5265890341390445
2024-12-18,0.2774192509314097,0.0,1,Apple market update,17.85459081139636,2,12,4,0,0,0,0.8026071313935146,-1.393733593379043,0.5265890341390445
2024-12-19,0.1997133808192133,0.0,1,Apple market update,17.924453066467066,3,12,4,0,0,0,0.8440164336892577,0.3574808574236797,0.5265890341390445
2024-12-20,2.057518403951639,0.0,1,Apple market update,18.809306875609565,4,12,4,0,1,0,0.9564475044573516,1.0850981292360784,0.5265890341390445
2024-12-23,-2.824222507870398,0.0,1,Apple market update,17.52563280282139,0,12,4,1,0,0,0.9752261415449562,0.1169971828416156,0.5265890341390445
2024-12-24,-1.441730075946382,0.0,1,Apple market update,16.961157451901094,1,12,4,0,0,0,1.045284902987173,0.6349620204029843,0.5265890341390445
2024-12-26,0.4254163781490017,0.0,0,Apple market update,17.12009060920619,3,12,4,0,0,0,1.0650265471049107,0.1231634309078224,0.5265890341390445
2024-12-27,1.1030537648895833,0.0,0,Apple market update,17.561604142421523,4,12,4,0,1,0,0.9829301977860246,-0.8881012519500876,0.5265890341390445
2024-12-30,-0.4469957490148887,0.0,0,Apple market update,17.386661690549982,0,12,4,1,0,0,0.9017968554972716,-0.8942675000162943,0.5265890341390445
2024-12-31,0.288436968878989,0.0,0,Apple market update,17.491322528197657,1,12,4,0,0,0,0.859183794413862,-0.5119601199114747,0.5265890341390445
2025-01-03,-0.8455450682291168,0.0,1,Apple market update,17.510473992081813,4,1,1,0,1,0,0.6904168123829544,-0.1974814685349295,0.5265890341390445
2025-01-06,0.3089294761756977,0.0,0,Apple market update,17.623185890192012,0,1,1,1,0,0,0.7294185971033639,0.3389821132250594,0.5265890341390445
2025-01-07,-0.240349898117215,0.0,1,Apple market update,17.525564271785825,1,1,1,0,0,0,0.6627303602666144,-0.7771087867583658,0.5265890341390445
2025-01-08,-0.1994935534085207,0.0,0,Apple market update,17.443282956721927,2,1,1,0,0,0,0.6745271963857508,0.0491684541133412,0.5265890341390445
2025-01-13,-0.5615016491455286,0.0,0,Apple market update,17.720120171985332,0,1,1,1,0,0,0.4759069964207031,-0.7092800580300913,0.5265890341390445
2025-01-14,-0.5934141225387521,0.0,1,Apple market update,17.49017193759859,1,1,1,0,0,0,0.4491835513344971,-0.370136414388719,0.5265890341390445
2025-01-15,0.0446496763904483,0.0,0,Apple market update,17.5001811924096,2,1,1,0,0,0,0.5589663527697235,1.1405943618319392,0.5265890341390445
2025-01-17,-0.1047730518976201,0.0,0,Apple market update,18.0421735003253,4,1,1,0,1,0,0.3702169748635449,0.3883120977547135,0.5265890341390445
2025-01-22,-1.099584488311355,0.0,0,Apple market update,17.976368268588665,2,1,1,0,0,0,0.2231176510106426,0.2526546402981646,0.5265890341390445
2025-01-23,-0.1471170538319656,0.0,0,Apple market update,17.913760832950565,3,1,1,0,0,0,0.2190248711325753,-0.1234864917404483,0.5265890341390445
2025-01-24,-0.2371149932646792,0.0,1,Apple market update,17.817335893712624,4,1,1,0,1,0,0.1980794682271701,-0.3146401817928581,0.5265890341390445
2025-01-29,-1.3096216393167386,0.0,0,Apple market update,17.63291736472747,2,1,1,0,0,0,0.5945976128846651,0.2094909038347172,0.5265890341390445
2025-01-30,0.5318328840675288,0.0,0,Apple market update,17.834741788982406,3,1,1,0,0,0,0.5522253035587885,-0.530458864110095,0.5265890341390445
2025-01-31,1.4488867687819538,3.469446951953614e-18,0,Apple market update,18.43023298567758,4,1,1,0,1,0,0.5141865258685124,-0.4872951276466477,0.5265890341390445
2025-02-04,-1.245222520807603,0.0,0,Apple market update,17.623667508249756,1,2,1,0,0,0,0.4376274669728939,1.2207555866926274,0.5265890341390445
2025-02-05,-0.3238162141240582,0.0,1,Apple market update,17.494852196378964,2,2,1,0,0,0,0.4296826589742924,-0.1604839801376889,0.5265890341390445
2025-02-06,-0.7275220546119644,0.0,0,Apple market update,17.214214867837256,3,2,1,0,0,0,0.4477390407892967,0.1231634309078224,0.5265890341390445
2025-02-07,0.7295271309798405,0.0,1,Apple market update,17.497043114599506,4,2,1,0,1,0,0.3138810636007312,-1.554056043100419,0.5265890341390445
2025-02-10,-0.4645440129833663,0.0,1,Apple market update,17.31551505861166,0,2,1,1,0,0,0.3203813610541324,-0.0001615304163129,0.5265890341390445
2025-02-11,1.199401513885682,0.0,1,Apple market update,17.79926616372583,1,2,1,0,0,0,0.4395534810331613,1.2700855712222814,0.5265890341390445
2025-02-12,-0.4384205441742695,0.0,1,Apple market update,17.62756517295169,2,2,1,0,0,0,0.5413914744697855,1.0542668889050446,0.5265890341390445
2025-02-13,0.4523168272748252,0.0,1,Apple market update,17.797322669800195,3,2,1,0,0,0,0.6528595382077453,1.1405943618319392,0.5265890341390445
2025-02-14,-0.7014973099999897,0.0,0,Apple market update,17.52654773161337,4,2,1,0,1,0,0.72628882425543,0.7089569971974655,0.5265890341390445
2025-02-18,0.4707379657670601,0.0,1,Apple market update,17.703701850621435,1,2,1,0,0,0,0.723399803165029,-0.1049877475418279,0.5265890341390445
